number,id,name,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year
94,624,Степаненко Альона Миколаївна,Претендент на посаду помічника Міністра Кабінету Міністрів України,Кабінет міністрів (крім міністрів міністерств),Загальнодержавний регіон,2013,2740,0,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
95,662,Бажин Наталія Станіславівна,Претендент на посаду помічника Міністра Кабінету Міністрів,Кабінет міністрів (крім міністрів міністерств),Загальнодержавний регіон,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9,61,0,0,0,8500,0,1,0,0,;;,"Honda,Accord;;",;;,1999;;
96,679,Соловей Раїса Степанівна,Суддя,Загальний апеляційний суд,Луганська область,2013,325040,149783,272062,105824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.8,63,800,600,1,3,0,0,"Daewoo,Lanos;;","ГАЗ,24;Renault,Megan;Opel,Zafira",2006;;,1980;2004;2007
97,693,Кучик Аліна Юріївна,Спеціаліст і категорії Автозаводського відділу державної виконавчої служби Кременчуцького міського управління юстиції,Міністерство юстиції,Полтавська область,2013,7376,29340,1657,21633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
98,751,Котирло Тетяна Павлівна,"Головний спеціаліст відділу з питань діяльності органів влади та державного управління Управління конституційного та адміністративного законодавства Департаменту конституційного, адміністративного та соціального законодавства",Міністерство юстиції,Загальнодержавний регіон,2013,26891,26400,10831,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,0,96,300,0,2,0,0,;;,"Volkswagen,Transporter;Toyota,Land Cruiser;",;;,2006;2011;
99,770,Булка Вікторія Григорівна,Головний спеціаліст відділу взаємодії з Державною реєстраційною службою України Управління взаємодії з Державними службами України Департаменту взаємодії з органами влади,Міністерство юстиції,Загальнодержавний регіон,2013,53220,0,49613,0,0,0,0,0,0,0,3607,0,0,0,0,0,0,0,90,0,600,0,0,0,0,0,;;,;;,;;,;;
100,782,Дергачова Ольга Миколаївна,Начальник Енергодарського міського управління юстиції,Міністерство юстиції,Запорізька область,2013,99831,214950,32439,132500,0,0,0,0,0,0,2674,7000,24,0,0,0,0,49.9,0,0,45530,0,0,1,0,0,;;,"Chery,Elara;;",;;,2008;;
101,814,Волощук Людмила Станіславівна,Начальник Оратівського районного управління юстиції ,Міністерство юстиції,Вінницька область,2013,35121,0,35121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,86060,43630,0,1,0,0,;;,"Chevrolet,Niva;;",;;,2012;;
102,2068,Примаченко Людмила Володимирівна,Головний спеціаліст відділу науково-методичного забезпечення управління експертного забезпечення правосуддя Міністерства юстиції України,Міністерство юстиції,Загальнодержавний регіон,2013,92957,0,84759,0,0,0,0,0,0,0,8198,0,0,0,0,0,50.8,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
103,2107,Нагорна Олена Єгорівна,Старший інспектор дозвільної системи,Міністерство внутрішніх справ,Харківська область,2013,32993.96,0,29951.96,0,0,0,0,0,0,0,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
104,2121,Тихоненко Микола Васильович,Старший інспектор відділення спеціальних заходів штабу спеціального загону ДПС особливого прізначення,Міністерство внутрішніх справ,Загальнодержавний регіон,2013,64801.13,38208,57117,38208,0,0,0,0,0,0,7684.13,0,0,0,0,0,0,95.32,0,0,0,600,0,1,0,1,;;,"ВАЗ,2101;;",;;,1974;;
105,2133,Руденко Лариса Василівна,Заступник директора департаменту - начальник Управління документального забезпечення Департаменту організаційного та ресурсного забезпечення,Міністерство юстиції,Загальнодержавний регіон,2013,119717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,33.2,0,3000,0,3,0,0,0,"Hyundai,Tucson;Volkswagen,Multivan;Lada,Priora",;;,2007;2004;2008,;;
106,2171,Праведний Володимир Григорович,Суддя,Загальний апеляційний суд,Одеська область,2013,338781,19200,279381,0,0,0,0,0,0,0,0,0,0,0,0,0,87,138,0,0,0,0,0,0,0,0,;;,;;,;;,;;
107,2176,Глазунова Марина Вікторівна,"Начальник відділу з питань сімейного та житлового законодавства Управління цивільного законодавства та підприємницької діяльності Департаменту цивільного, фінансового законодавства та законодавства з питань земельних відносин.",Міністерство юстиції,Загальнодержавний регіон,2013,86789,0,79282,0,0,0,0,0,0,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
108,2190,Андрушкевич Сергій Зиновійович,Суддя,Загальний апеляційний суд,Житомирська область,2013,255608.36,27791.41,242991.36,27791.41,0,0,0,0,0,0,12617,0,0,0,0,0,0,61,0,0,0,0,2,0,0,0,"ВАЗ,2107;Ford,Focus;",;;,1989;2008;,;;
109,2234,Матієк Тетяна Василівна,Суддя,Вищий спеціалізований суд з розгляду цивільних і кримінальних справ,Загальнодержавний регіон,2013,480429,316982,353959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,67,0,0,591,1,1,0,1,"Kia,Sorento;;","Hyundai,H1;;",2013;;,2002;;
110,2258,Боженко Наталія Василівна,Суддя,Адміністративний місцевий суд,Дніпропетровська область,2013,174252,47992,174252,47992,0,0,0,0,0,0,0,0,0,0,0,0,97.2,0,0,0,533420,518,1,1,0,0,"Mazda,CX-9;;","Mitshbishi,L200;;",2007;;,2008;;
111,1370,Ященко Тетяна Петрівна,Провідний спеціаліст відділу по роботі з кадрами територіальних органів юстиції Департаменту кадрової роботи державної служби Міністерства юстиції України,Міністерство юстиції,Загальнодержавний регіон,2013,0,103806,0,94633,0,0,0,0,0,0,0,9173,0,0,0,0,0,43.6,86,101.9,0,1190,0,2,0,0,;;,"Hyundai,Tucson;Volkswagen,Passat;",;;,2008;2008;
112,1399,Мазур Лідія Михайлівна,Суддя,Вищий спеціалізований суд з розгляду цивільних і кримінальних справ,Загальнодержавний регіон,2013,257705,39141,257705,39141,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6,32.5,0,0,0,0,2,0,0,;;,"Mercedes-Benz,ML350;Skoda,Octavia;",;;,2007;2008;
113,1421,Жук Руслан В’ячеславович,Суддя,Адміністративний місцевий суд,Кіровоградська область,2013,162063.21,10490,162063.21,10490,0,0,0,0,0,0,0,0,24,0,0,0,80.92,78.93,0,0,0,0,0,0,0,0,;;,;;,;;,;;
114,1440,Бондар Михайло Сергійович,Суддя,Загальний апеляційний суд,Запорізька область,2013,305090,95049,286550,0,0,0,0,0,0,95049,0,0,0,0,0,595000,0,89.7,0,103,0,0,1,0,0,0,Chevrolet Aveo;;,;;,2006;;,;;
115,1471,Давидова Валентина Петрівна,"Начальник Вінницького міського управління юстиції, 4 категорія",Міністерство юстиції,Вінницька область,2013,0,0,46164,0,46164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
116,1495,Свида Леонід Іванович,Суддя,Адміністративний місцевий суд,Одеська область,2013,242541,271023,191527,0,0,0,0,0,0,0,0,0,0,0,0,28962,145.6,67.6,316.2,0,2372,2627.84,1,1,0,0,"Mitsubishi,Lancer;;","Honda,Civic;;",2006;;,2007;;
117,1527,Цісельський Олег Володимирович,Суддя,Господарський місцевий суд,Одеська область,2013,194233,498917,182763,70850,0,0,0,0,0,67,11470,0,0,0,150996,0,0,88,0,0,0,0,1,1,0,0,"Honda,Accord;;","Acura,MDX;;",2007;;,2008;;
118,1539,Гайдаш Віталіна Анатоліївна,Суддя,Адміністративний місцевий суд,Черкаська область,2013,167501,82635,145193,73902,0,0,0,0,0,0,11470,8733,48,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
119,4,Шумик Анатолій Павлович,Начальник управління громадської безпеки,Міністерство внутрішніх справ,Волинська область,2013,93090,30000,93090,30000,0,0,0,0,0,0,0,0,0,0,0,0,47.6,0,189.3,0,0,0,0,1,0,0,;;,"Volkswagen,T5;;",;;,2008;;
120,9,Ковзель Петро Олегович,Суддя,Адміністративний місцевий суд,м. Київ,2013,1137569,0,0,0,0,0,0,0,79528,0,0,0,1058041,0,2203685,0,224.1,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
121,23,Гоголь Тамара Григорівна,Суддя,Вищий господарський суд,Загальнодержавний регіон,2013,566388,14042,331066,0,0,0,0,0,18065,555,13764,0,0,0,0,13276,80,98,80,0,3166,1200,0,0,0,0,;;,;;,;;,;;
122,35,Прокопенко Альона Вікторівна,"Головний спеціаліст Відділу зовнішньоекономічного законодавства; Управління фінансового законодавства Департаменту цивільного, фінансового законодавства та законодавства з питань земельних відносин",Міністерство юстиції,Загальнодержавний регіон,2013,84590,8046,76414,0,0,0,0,0,0,0,8176,0,0,0,0,0,0,0,97,97,600,600,0,0,0,0,;;,;;,;;,;;
